id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
115421,Dodge,Caliber Express,2012,122000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,10995
137388,Nissan,Armada Platinum,2017,74600,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,31500
179165,Dodge,Challenger R/T,2009,187000,–,–,A/T,Purple,–,None reported,Yes,5500
56029,Audi,Q5 2.0T Premium Plus,2013,113000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,17999
23706,GMC,Yukon XL Denali,2017,144000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,30000
32587,Lexus,RX 350 F Sport,2021,25698,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,62999
28785,Land,Rover Range Rover Evoque SE Premium,2016,74026,Gasoline,2.0 Liter,9-Speed Automatic,White,Black,None reported,,24998
79045,Mercedes-Benz,EQS 450+ Base,2022,3369,,329.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,61059
20849,Mercedes-Benz,AMG G 63 Base,2018,19593,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Gray,Black,None reported,,18051
184945,Chevrolet,Corvette Stingray w/3LT,2023,4000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,54900
84378,Ford,Escape SE,2017,118500,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,15500
28686,Mercedes-Benz,S-Class S 560 4MATIC,2019,10500,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29895
141322,Cadillac,CTS 2.0L Turbo Luxury,2019,49650,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,35000
55172,Chevrolet,Corvette Base,2004,120000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,3000
81909,Audi,Q4 e-tron 50 Premium Plus,2017,148740,,295.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,17900
175285,Land,Rover Discovery HSE,2020,32705,Diesel,3.0 Liter,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,,61998
160077,BMW,325 Ci,2012,143927,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,11500
136370,Chevrolet,Colorado Z71,2019,73846,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,At least 1 accident or damage reported,Yes,32324
71557,Ford,Expedition Platinum,2021,73049,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Black,Ceramic,None reported,Yes,33172
135765,Audi,TT 1.8T,2005,132000,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,9500
121850,Audi,S3 2.0T Premium Plus,2019,18069,Gasoline,3.0 Liter,Automatic,Daytona Gray Pearl Effect,Saddle Brown,None reported,,36994
46528,Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,6800
11117,Chevrolet,Corvette Stingray,2019,34000,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,61995
176550,Mercedes-Benz,A-Class A 220 4MATIC,2018,59766,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,28250
40393,Land,Rover Range Rover P400 SE SWB,2023,3369,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Beige,None reported,Yes,149000
172641,Ford,Explorer XLT,2018,69185,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,White,–,At least 1 accident or damage reported,Yes,36340
62940,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,126500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17000
101355,Ford,F-150 XLT,2012,163500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,14000
57048,Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,7700
131588,Lincoln,Navigator L Select,2019,51300,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,69900
109128,Audi,S4 3.0T Premium Plus,2022,6200,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,240000
82362,BMW,435 i,2016,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24995
159025,Kia,Sorento SX Prestige,2016,83424,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,20999
120088,BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,None reported,Yes,240000
92822,Mazda,Mazda6 Touring,2017,118500,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,15000
168970,Mitsubishi,Eclipse Spyder GT,2004,170000,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,12900
179783,RAM,1500 Classic Tradesman,2018,86101,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,24500
167828,Audi,A8 L 55,2016,50000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,27500
55166,RAM,1500 TRX,2020,24360,Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,46105
93345,Chevrolet,Corvette Base,2008,4048,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,65499
113731,Cadillac,Escalade Premium,2006,99000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,15900
45396,Land,Rover Defender X-Dynamic SE,2023,7758,Hybrid,3.0 Liter,Automatic,White,Black,None reported,,39998
123186,INFINITI,QX80 Base,2016,161894,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,21500
67458,Land,Rover Range Rover Sport HST MHEV,2021,4000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Brown,None reported,Yes,70000
161912,Jeep,Wrangler SE,2003,86281,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,None reported,Yes,16995
88945,Mercedes-Benz,S-Class S 550 4MATIC,2019,7388,Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,43430
68543,Mazda,Mazda3 i SV,2016,218000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,,,19500
14228,Lexus,GX 460 Base,2014,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,15999
32073,BMW,M3 Base,2006,94000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,10500
182298,Mazda,Mazda6 i Touring,2016,68200,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19750
14305,Ford,Expedition Max Limited,2019,57000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,34999
27917,Ford,Mustang Mach-E GT,2022,9411,,Standard Range Battery,CVT-F,Black,Black Onyx,None reported,,57998
52477,Chevrolet,Camaro Z28,2007,121800,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,6100
12041,Jeep,Gladiator Overland,2020,13700,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,54900
7746,Nissan,Pathfinder SL,2014,82000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,319900
7865,Jeep,Gladiator Sport,2021,13275,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,,,53568
115610,Ford,Mustang GT Premium,2010,232000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,22500
97253,Tesla,Model 3 Long Range,2021,27123,,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,34000
140178,Toyota,Tundra Limited,2018,32000,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,86900
8856,Chevrolet,Silverado 1500 LTZ,2021,48879,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Pacific Blue Metallic,Jet Black,None reported,Yes,31933
133952,GMC,Canyon Denali,2019,81880,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39900
111021,Ford,F-150 Platinum,2018,59459,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53500
55974,Land,Rover Range Rover Velar R-Dynamic SE,2022,15823,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,197750
73771,Porsche,Boxster S,2007,153692,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,7300
167842,Porsche,Cayenne Turbo S,2007,107900,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,Yes,13600
45954,Chevrolet,Camaro 1SS,2021,7600,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,41900
182614,Lexus,RX 350 Base,2013,160900,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,15500
45866,Lexus,LS 460 L,2011,187450,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500
104954,Mercedes-Benz,AMG G 63 Base,2021,1500,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Typhoon Gray Metallic,Black,None reported,,96500
89476,Audi,S5 3.0T Prestige,2014,70579,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,36340
188252,Ford,Escape XLT,2012,120000,Gasoline,153.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14000
47397,Lexus,GX 460 Base,2018,84500,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39000
150167,Acura,TLX PMC Edition,2020,6900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,33000
99582,Ford,Focus RS Base,2017,84000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,21000
76113,Nissan,Titan SV,2020,10971,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic with Auto-Shift,Black,Black,None reported,,61900
159370,Ford,F-350 Lariat,2019,85000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,40000
113107,Ford,Edge SEL,2020,26465,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White Platinum Tri-Coat Metallic,Ebony,None reported,,35999
161829,RAM,1500 Big Horn,2020,32000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gray,Black,None reported,Yes,36500
35960,Audi,A5 2.0T Premium,2012,67035,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19900
42221,Ford,Mustang GT Premium,2019,58500,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,45000
24196,Porsche,Cayenne S,2016,76200,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,47995
135159,Land,Rover Range Rover 5.0L Supercharged,2016,79500,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,26000
37103,Ford,F-250 XL,2016,38514,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,33900
61172,Land,Rover Range Rover P530 SE SWB,2023,1500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,83000
88695,Chevrolet,Camaro 2SS,2016,120000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,40000
13242,Ford,Q5 S line Premium Plus,2019,39203,Gasoline,2.0 Liter TFSI,Automatic,Apex Blue,Pearl Beige,None reported,Yes,41598
176173,BMW,325 i,2010,92000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,6450
45935,Kia,Optima SX Turbo,2019,67015,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Remington Red Metallic,Black,None reported,,53722
162786,Audi,RS 4 4.2 quattro L,2016,76000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,42800
57234,Ford,F-150 Lariat,2020,10500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,76000
125107,Audi,S5 3.0 Premium Plus,2011,125900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11200
63842,Honda,Civic EX,2004,189500,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,6500
19034,Mercedes-Benz,Sprinter 2500 Standard Roof,2016,60000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Blue,Beige,None reported,Yes,32750
51211,Ford,Mustang Mach-E GT,2022,33000,,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,42599
63393,Ford,Mustang EcoBoost Premium,2017,73500,–,–,A/T,Black,Black,None reported,Yes,24500
9787,BMW,Q5 2.0T Premium Plus,2017,85252,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,At least 1 accident or damage reported,Yes,24700
854,Porsche,911 Carrera Cabriolet,2010,124838,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,13999
178600,Honda,Pilot EX-L,2011,90601,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,20000
96323,BMW,M760 i xDrive,2020,33012,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,54999
131280,Dodge,Dakota Sport,2005,127500,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,10999
129590,Jeep,Grand Cherokee L Limited,2021,31804,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Silver Zynith,Global Black,None reported,Yes,39366
181595,Chevrolet,Suburban RST,2020,54000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,76000
86685,Kia,Optima Hybrid LX,2012,104994,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,–,At least 1 accident or damage reported,Yes,7900
108085,Bentley,Bentayga Activity Edition,2017,3959,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,115000
99559,Cadillac,CTS Performance,2017,76495,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,26000
65752,Lexus,GX 460 Base,2018,54259,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,None reported,,30089
10082,Hyundai,Genesis Coupe 3.8 Track,2012,103500,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,16000
147456,Jeep,Commander Base,2009,116157,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7000
25878,Mercedes-Benz,GLE 350 Base 4MATIC,2022,6449,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Obsidian Black Metallic,Macchiato,None reported,,48295
177814,Mercedes-Benz,AMG G 63 Base,2017,49000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,59900
50449,Audi,A8 L 55,2023,6483,Hybrid,3.0 Liter Turbo,Automatic,Mythos Black Metallic,Sarder Brown,None reported,,77900
150070,Cadillac,Escalade ESV Premium Luxury Platinum,2021,9142,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,56500
103260,Tesla,Model X Long Range,2022,8681,,518.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,86900
183159,Toyota,Camry LE,2020,43000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,26999
61776,Toyota,Highlander XLE,2018,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,31000
23508,Audi,A7 3.0T Prestige,2015,162000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,28999
185338,Toyota,Tacoma TRD Sport,2021,36283,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,33242
14385,Ford,Explorer XLT,2014,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,13500
51068,Ford,F-150 Lariat,2020,24207,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,,,47541
187205,Chevrolet,Suburban LT,2017,15000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,39500
29231,Toyota,Camry LE,2006,105000,Gasoline,158.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,8250
150092,Ford,F-150 Lariat,2021,17500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,58000
167305,Jaguar,XJ Vanden Plas,2013,96000,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,–,None reported,Yes,20000
106107,Mercedes-Benz,E-Class E 350 4MATIC,2014,93400,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,16500
8189,Rolls-Royce,Cullinan,2022,15882,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Red,Grace White,None reported,Yes,96900
133680,BMW,428 i xDrive SULEV,2016,51300,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,29999
567,Jaguar,XK8 Base,2000,44000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,16600
110405,BMW,M340 i xDrive,2019,23800,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,46000
38212,Ford,F-250 Lariat,2019,72128,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Black,None reported,Yes,41885
76052,Porsche,911 Carrera Cabriolet,2006,90000,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,22000
40607,Audi,RSX Type S,2004,143346,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,At least 1 accident or damage reported,Yes,10000
34277,Rivian,R1S Adventure Package,2023,10000,,835.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,60000
175852,Mercedes-Benz,AMG CLA 45 Base 4MATIC,2018,22000,Gasoline,382.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500
111735,Buick,Enclave Leather,2015,132600,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,8500
155461,Ford,Excursion Limited Ultimate,2003,110000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,Gold,Beige,,,24000
29700,BMW,330 i,2012,131000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,5750
50567,BMW,M3 Base,2008,53000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,23000
102004,Lexus,GX 460 Base,2019,16878,Gasoline,4.6 Liter,Automatic,Silver,Black,None reported,,41741
72517,Nissan,Xterra S,2012,169000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,8500
110101,Lexus,GX 460 Base,2021,25000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,72000
39506,Mercedes-Benz,E-Class E 400 4MATIC,2016,73043,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Saddle Brown,None reported,Yes,20995
118814,Ford,Expedition EL XLT,2013,76500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,33500
134709,Mercedes-Benz,AMG G 63 Base,2019,7500,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,59900
124618,Chevrolet,Silverado 1500 Limited High Country,2022,28000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,53499
181772,Maserati,Ghibli S Q4 GranSport,2018,46000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,55000
140871,Audi,A8 L 55,2018,41500,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,53000
91195,Ford,F-250 Lariat,2019,56000,Gasoline,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,41500
11650,Audi,Q5 S line Premium Plus,2023,10558,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,A/T,Black,Black,None reported,Yes,103900
72000,Land,Rover Range Rover Velar P250 S R-Dynamic,2023,10000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,None reported,Yes,67250
129137,Audi,Q5 2.0T Premium Plus,2019,74381,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,31900
2721,Ford,Bronco,2021,26177,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Black Onyx,None reported,Yes,71999
65268,Audi,A4 2.0T Premium,2018,86000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,17500
73897,Chevrolet,Trailblazer SS,2012,146000,Gasoline,390.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12000
168761,Lexus,RX 350 RX 350,2018,75965,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,42900
107682,Chevrolet,Silverado 1500 LS,2002,89726,Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000
156669,Mercedes-Benz,SL-Class SL 550,2014,50340,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,18000
74312,Ford,Transit Connect XLT,2018,119000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Beige,None reported,Yes,17800
3091,GMC,Sierra 2500 Denali,2019,96343,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,40000
23914,Mercedes-Benz,CLK-Class CLK 350,2014,119500,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,15000
109991,Land,Rover Range Rover Evoque Pure,2015,81648,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,25099
